"surinkimo_data_unix","surinkimo_data","id","irenginys","numeris","pavadinimas","kilometras","oro_temperatura","vejo_greitis_vidut","krituliu_tipas","krituliu_kiekis","dangos_temperatura","matomumas","rasos_taskas","kelio_danga","uzsalimo_taskas","vejo_greitis_maks","vejo_kryptis","sukibimo_koeficientas","ilguma","platuma","lat","lng","konstrukcijos_temp_007","konstrukcijos_temp_020","konstrukcijos_temp_050","konstrukcijos_temp_080","konstrukcijos_temp_110","konstrukcijos_temp_130","konstrukcijos_temp_140","konstrukcijos_temp_170","konstrukcijos_temp_200"
1732285840,"2024-11-22 16:30","70","Šėta","A8","Panevėžys–Aristava–Sitkūnai","53.28",-0.2,"3.6","Nėra","0","0.9","16719",null,"Sausa",null,"5.8","Pietryčių","0.82","505182","6129269",55.298777,24.0816,"11.5",null,null,"8.7","7.4",null,"5.43","3.7","2.8"
