eismo_station_id,unix,local,UTC,surface_cond,air_temp,surface_temp,visibility,wind_scale_8,wind_degree,wind_m_s_max,wind_m_s_avg,precipitation_type,precipit_amount,dew_point,frost_point,latitude,longitude
71,1732144840,2024-11-21T01:20:00Z,2024-11-20T22:20:00Z,51,2.1,3.0,20000,6,225,4.1,2,61,0.19,1.1,-1.0,54.684564,25.054987
